time_readable,time,ltp,gammaFlip,imbalance,microprice,spread,flow,dS,IV,HV,callSkew,putSkew,netGEX,callGEX,putGEX,I1,I2,I3,symbol
2026-05-18T11:14:23.119419,1779083063,1257.4000244140625,1120.0,0.7051039697542533,1257.170323160961,0.199951171875,1.4102079395085065,0.0,52.408770995362865,0.5773365259192784,-0.08899075394129824,0.07137697535877228,6728.9265,16170.597,-9441.6705,0,0,0,ADANIENSOL
2026-05-18T11:14:28.267321,1779083068,1257.4000244140625,1120.0,0.5128644939965694,1257.2184663557748,0.199951171875,6.154373927958833,-0.024133761479788518,52.408770995362865,0.5773365259192784,-0.08899075394129824,0.07137697535877228,6728.9265,16170.597,-9441.6705,0.9476832079561597,3.39739743048624,6.9409934565329205,ADANIENSOL
2026-05-18T11:14:33.532197,1779083073,1256.0999755859375,1120.0,0.033953997809419496,1256.1769880480729,0.4000244140625,1.0865279299014239,-0.36526040906051094,52.408770995362865,0.5938877756546264,-0.08899075394129824,0.07137697535877228,6728.9265,16170.597,-9441.6705,1.3537529433478657,0.311879231033505,-1.7082141568779714,ADANIENSOL
2026-05-18T11:14:38.788011,1779083078,1255.699951171875,1120.0,0.24940991345397326,1255.988671279535,0.199951171875,4.489378442171518,0.4241189776282681,52.408770995362865,0.5989840340077915,-0.08899075394129824,0.07137697535877228,6728.9265,16170.597,-9441.6705,-1.7140369243748328,-0.22884755504208276,3.0127003978040277,ADANIENSOL
2026-05-18T11:14:43.996515,1779083083,1256.5,1120.0,-0.5188940092165899,1256.7886648995536,0.4000244140625,-15.047926267281108,0.06345032484477997,52.408770995362865,0.5887931400251846,-0.08899075394129824,0.07137697535877228,6728.9265,16170.597,-9441.6705,-3.1935191542037846,-2.780636089464322,-3.402753816783145,ADANIENSOL
2026-05-18T11:14:49.186049,1779083089,1261.9000244140625,1120.0,0.2918287937743191,1261.7789935199821,0.4000244140625,4.377431906614786,0.22802745815420167,52.56361513010407,0.5201777316686428,-0.09311067561812912,0.1278639482175827,6722.2575,16144.083,-9421.825499999999,-0.3653025245837013,-0.6332786823547205,0.7627753090563991,ADANIENSOL
2026-05-18T11:14:54.384876,1779083094,1263.0,1120.0,-0.3678105364910585,1263.4436026896296,0.5,-0.3678105364910585,0.857764851930142,52.56361513010407,0.5062368941556772,-0.09311067561812912,0.1278639482175827,6722.2575,16144.083,-9421.825499999999,-1.4150921724364676,-1.608239914763245,-3.0487776665981556,ADANIENSOL
2026-05-18T11:14:59.593821,1779083099,1263.5999755859375,1120.0,-0.32128829536527886,1263.9449241380473,0.4000244140625,-3.2128829536527888,0.037927178707832354,52.56361513010407,0.498638058053249,-0.09311067561812912,0.1278639482175827,6722.2575,16144.083,-9421.825499999999,-0.06669472413199495,-0.14762800758849132,-0.743110676797113,ADANIENSOL
2026-05-18T11:15:04.789768,1779083104,1263.5999755859375,1120.0,-0.03125,1263.293453910134,0.5999755859375,-1.53125,-0.2184582652885183,52.56361513010407,0.498638058053249,-0.09311067561812912,0.1278639482175827,6722.2575,16144.083,-9421.825499999999,0.388136637135603,-0.6160394182739941,-1.199418837114087,ADANIENSOL
2026-05-18T11:15:09.985535,1779083109,1263.0,1120.0,0.5286521388216303,1263.2785370636602,0.4000244140625,264.32606941081514,0.6423835145296835,52.56361513608028,0.5062368941556772,-0.09148184912375709,0.12786392340961825,6894.74025,16537.1085,-9642.36825,1.1457456663004022,1.2629403921201972,1.2429640844977499,ADANIENSOL
